SNLG11,Imóveis Industriais e Logísticos,1,0.9999258832115754
XPML11,Shoppings,0.9919777864544618,0.9959888932272309
MXRF11,Papéis,0.946845114149633,0.973417920284001
KNCR11,Papéis,0.9283737506998194,0.9641559634116548
HGPO11,Lajes Corporativas,0.9169036521408174,0.9363231716046831
TRXB11,Fundo de Desenvolvimento,0.8701673170792923,0.9338776173794257
VGIR11,Papéis,0.8346357276722027,0.9173132484894899
TRXF11,Imóveis Comerciais - Outros,0.833510169184744,0.9165334202351361
KNRI11,Misto,0.8246580500004816,0.9123290250002408
BTLG11,Imóveis Industriais e Logísticos,0.8151777207741762,0.9075753351108156
HGLG11,Imóveis Industriais e Logísticos,0.7859721367250396,0.8929860683625198
CPOF11,Misto,0.7619114376026614,0.8808412295422637
HTMX11,Hotéis,0.7549723514241821,0.8768723140128705
KNSC11,Papéis,0.7459961879211963,0.872993843569088
KNIP11,Papéis,0.737040353951694,0.8684297595564515
GARE11,Imóveis Industriais e Logísticos,0.7342483462240247,0.867121700156952
CPUR11,Misto,0.7217895288329063,0.8608812404434667
VISC11,Shoppings,0.7182026971571889,0.8590513742784157
GGRC11,Imóveis Industriais e Logísticos,0.7176489915770181,0.858820953795584
LSPA11,Papéis,0.729189041965657,0.8584919761547212
TGAR11,Fundo de Desenvolvimento,0.7170187511298891,0.8584156093522382
HGRU11,Misto,0.716386739857009,0.8580130502886845
HSRE11,Misto,0.7160074013412911,0.857844504188633
RZTR11,Misto,0.7044098372894759,0.8521237748068189
BPML11,Shoppings,0.703288444904888,0.8516343048722539
PQDP11,Shoppings,0.7051266370701242,0.8498769024321318
BRCO11,Imóveis Industriais e Logísticos,0.6939702353193861,0.846985117659693
WTSP11,Misto,0.6824364246132636,0.8398084760143895
RMAI11,Lajes Corporativas,0.6791876689825221,0.8395840853415037
XPLG11,Imóveis Industriais e Logísticos,0.6763834767012694,0.83817782797842
PVBI11,Lajes Corporativas,0.6738240152123655,0.8368604877090913
HGBS11,Shoppings,0.6722450715991648,0.8360703719037773
KNHY11,Papéis,0.6718996391767315,0.8358934053010506
HPDP11,Shoppings,0.6673484853938825,0.8336618779216394
HSML11,Shoppings,0.6605145967959937,0.8302051345021917
LVBI11,Imóveis Industriais e Logísticos,0.6600418765035572,0.8299842303251009
RECR11,Papéis,0.6543537308625436,0.8270442841280967
VGHF11,Misto,0.6534438075330973,0.8267204869693786
PLRI11,Papéis,0.655264359192917,0.8267064815399382
HBCR11,Indefinido,0.6530495899276482,0.8247550668965302
MALL11,Shoppings,0.649370288408497,0.824651656271139
RBRY11,Papéis,0.6490102715944852,0.8244639198795695
TEPP11,Lajes Corporativas,0.6462350733098843,0.8229916993062962
MCCI11,Papéis,0.6459370757154677,0.822933761927197
RBRF11,Fundo de Fundos,0.6457012275599954,0.8228359383373112
JSAF11,Fundo de Fundos,0.6452468375349021,0.8226197093348604
CXTL11,Imóveis Industriais e Logísticos,0.6427672442875578,0.8211670123828164
HGCR11,Papéis,0.6397707410645237,0.8198505946017252
KNRE11,Fundo de Desenvolvimento,0.6383726392759326,0.8191863196379663
FAMB11,Lajes Corporativas,0.8172936642690648,0.8180856482636453
RCRB11,Lajes Corporativas,0.6345806695844811,0.8172290261147017
RZAK11,Papéis,0.633811921119165,0.8167679848316823
TVRI11,Agências de Bancos,0.6323169092552837,0.8161399074646889
CVBI11,Papéis,0.631806464787425,0.8158174517650552
BMLC11,Lajes Corporativas,0.6348643173047293,0.8153948241372286
RBVA11,Varejo,0.6304129554836929,0.8151613978318915
ALZR11,Misto,0.6301796760861522,0.8150867456756248
RBRR11,Papéis,0.6299761508531662,0.8149416044794067
HGRE11,Lajes Corporativas,0.6299648466305304,0.8148831187136214
CACR11,Papéis,0.6274315183196001,0.8136798240315788
MAXR11,Varejo,0.6300182472009478,0.813361373870618
IRDM11,Papéis,0.6235811780046902,0.8117509186815847
KFOF11,Fundo de Fundos,0.6230860825754796,0.8115301613134669
LASC11,Shoppings,0.6219850002222913,0.8106777969969508
GTWR11,Lajes Corporativas,0.6196133723442836,0.8097901998050725
BTCI11,Papéis,0.6179587356330375,0.8089783889384741
FLRP11,Shoppings,0.618662883614584,0.808867762733469
HOSI11,Imóveis Residenciais,0.617798538366406,0.808855374123548
MFII11,Fundo de Desenvolvimento,0.6133522480955714,0.8066506216987255
RBRP11,Lajes Corporativas,0.6115731838259801,0.8057237376385384
VCJR11,Papéis,0.6113656852068617,0.8055862427963845
JSRE11,Misto,0.610136038761753,0.8050680193808766
VILG11,Imóveis Industriais e Logísticos,0.6094651002458793,0.804712457363074
XPCI11,Papéis,0.6090053007196273,0.8044655560339078
PLAG11,Indefinido,0.6062442342633896,0.8031151619455874
VGIP11,Papéis,0.6056532406510731,0.8027477948829866
SNFF11,Fundo de Fundos,0.6048034622627948,0.8022664914015324
BCIA11,Fundo de Fundos,0.6037374154877698,0.8018500317811892
HFOF11,Fundo de Fundos,0.5998632571143011,0.7999030350142649
VRTA11,Papéis,0.598035931653664,0.798987053888577
AFHI11,Papéis,0.5976102814192151,0.7987917455363638
NSLU11,Hospitalar,0.5971140115081832,0.7985431951207527
BBRC11,Agências de Bancos,0.5958202858144885,0.7978935277404322
CRFF11,Fundo de Fundos,0.5952492415148256,0.7975869319711559
RVBI11,Fundo de Fundos,0.594760156023782,0.7973626900466226
HABT11,Papéis,0.5936316071878661,0.7967704660844925
NAVT11,Papéis,0.5935746754555494,0.796651453999196
HGFF11,Fundo de Fundos,0.5933118934900434,0.7965630821305144
