XPML11,0.5152114343785049
CPOF11,0.504986978562442
SNLG11,0.504716427203178
MXRF11,0.489262354404034
KNCR11,0.4729038778234198
LSPA11,0.456448777737402
HGPO11,0.4427793447342001
CPTS11,0.43543302385503024
TRXB11,0.42924142196803544
FAMB11,0.4172231639105748
VGIR11,0.41373428495842457
TRXF11,0.4097525729566173
KNRI11,0.4068981391450915
BTLG11,0.4049037164774397
HGLG11,0.3879750341781427
KNSC11,0.35986467899494123
KNIP11,0.35761688757109944
GARE11,0.35106805829226295
TGAR11,0.34765044786050564
FVBI11,0.3431272181994171
GGRC11,0.33929755913052817
HSRE11,0.3385087819082286
VISC11,0.3372484347132789
GRLV11,0.33628705679424786
HGRU11,0.3341949074079108
CPUR11,0.33376500132661435
RZTR11,0.3331713396953299
PVBI11,0.32339879984271325
SFND11,0.32233786373990914
BPML11,0.31901864281073655
HMOC11,0.31693843474876504
BRCO11,0.3167298060127275
XPLG11,0.3104280590432937
VGHF11,0.3070020778074168
BBFI11,0.3047676456727775
KNHY11,0.3039344548413892
MCRE11,0.30252463875098384
HGBS11,0.3022424740900052
RECR11,0.3016787946382684
WTSP11,0.3006075448082637
HPDP11,0.29990071962347986
IRDM11,0.29984612725816556
HTMX11,0.2995251182703066
LVBI11,0.2994331835631737
MCCI11,0.29864269513169056
THRA11,0.29818383198178366
RBRY11,0.2949063241138968
HSML11,0.294607187058164
MALL11,0.29435381582936304
TBOF11,0.2941979473280639
RBRF11,0.2928334146999472
ALZR11,0.2906609065174637
RBRR11,0.28919270715969586
HGCR11,0.28883230086674994
RBBV11,0.288701971170326
HGRE11,0.28842435704465985
CVBI11,0.28810987696426515
JSAF11,0.2873311365448205
PLRI11,0.28566758168407
RBVA11,0.28503025071512683
RBRP11,0.2844902735370871
JSRE11,0.2842031205992579
RCRB11,0.28395699110409284
BRCR11,0.28233522831363755
RZAK11,0.28014314356196984
VILG11,0.27923138971932077
TVRI11,0.27656004361199393
MAXR11,0.27648977551873954
XPCI11,0.2758170326585134
VCJR11,0.2750801899078941
GTWR11,0.274991654685428
HFOF11,0.27466923786138664
ONEF11,0.2745947414122789
KFOF11,0.2732794668749373
HBCR11,0.27300607100103935
BTCI11,0.27273013748725683
URPR11,0.2726798996823556
TEPP11,0.2726519617081532
MFII11,0.27170267636303164
VGIP11,0.27148672457081047
CACR11,0.2710741235218892
BMLC11,0.27073261738692356
SNFF11,0.2699511381099335
VRTA11,0.2695182548035714
FATN11,0.26853972943974014
CPLG11,0.26835906367311707
KNHF11,0.26589707658206235
RVBI11,0.2653000683580395
NVIF11,0.2647460136804881
LASC11,0.2645976995263193
VVMR11,0.2643437798263398
RMAI11,0.26428726003929304
PLAG11,0.2633727050425804
CXTL11,0.26258478191897616
HABT11,0.26198324782857
INLG11,0.26198130460432073
BTCR11,0.2606379172118413
HOSI11,0.2604603803641857
DRIT11,0.2596645023226922
BTAL11,0.2593169601944988
RZAT11,0.2592590907272861
PATL11,0.2583100834401429
AFHI11,0.25747202754528975
BCIA11,0.2573961620896562
PRSV11,0.2573796418406595
CYCR11,0.2572823122547815
RBRD11,0.25716632638112297
PQAG11,0.25699117229158364
RBRL11,0.25692538848502394
TRBL11,0.25659380150697636
HGFF11,0.25656995042905684
JSCR11,0.2564034566668772
HSLG11,0.2562105053665166
NSLU11,0.2561999424889459
BLCA11,0.2558891120489013
FMOF11,0.2557415605191339
ELDO11,0.2555337749965542
FISC11,0.25528935548150117
XPSF11,0.2550153748131291
XPIN11,0.2548612048714454
AIEC11,0.25477059651037887
ATSA11,0.2547395490780769
KISU11,0.25424223982054395
VINO11,0.2539994294916247
VIUR11,0.25381156893196316
NAVT11,0.25372195370099815
RBFF11,0.25370968653655485
KCRE11,0.25363139793475104
BNFS11,0.253547749141673
CXCE11,0.2532707912585863
LPLP11,0.2528313218882191
RBLG11,0.2525397544530197
JRDM11,0.25250215680241517
HSAF11,0.252459591768419
KIVO11,0.2523490007099676
SNCI11,0.2523126497685044
RFOF11,0.252278735265651
FIIP11,0.2521181009107315
TJKB11,0.2518010360218704
SHPH11,0.25177472275690965
FIGS11,0.2517210705838697
IBCR11,0.25170490771024046
FAED11,0.2515731686435151
HCTR11,0.25135898809798957
BBFO11,0.2512424716434683
ERPA11,0.2510888642848099
SPTW11,0.25088036055511886
